Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 20_level_0,Team,Unnamed: 3_level_0
Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,MP
İsmail Yüksek,MF,25.0,6.0,4,395.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,tr Türkiye,
Zeki Çelik,DF,26.0,6.0,4,369.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Cenk Özkacar,DF,23.0,4.0,4,296.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,tr Türkiye,
Samet Akaydın,DF,29.0,3.0,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,tr Türkiye,
Çağlar Söyüncü,DF,27.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Uğurcan Çakır,GK,27.0,3.0,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Enes Ünal,FW,26.0,2.0,2,164.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,Matches,tr Türkiye,
Umut Nayir,FW,30.0,4.0,1,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,Matches,tr Türkiye,
Arda Güler,MF,18.0,3.0,1,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.73,0.73,Matches,tr Türkiye,
İrfan Kahveci,MF,28.0,4.0,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.79,0.0,0.79,0.79,0.79,Matches,tr Türkiye,
Onur Bulut,MF,29.0,2.0,1,109.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.83,0.0,0.83,Matches,tr Türkiye,
Yunus Akgün,MF,23.0,2.0,1,101.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.89,0.0,0.89,0.89,0.89,Matches,tr Türkiye,
Yusuf Sari,MF,25.0,2.0,1,93.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,0.0,0.97,Matches,tr Türkiye,
Ozan Kabak,DF,23.0,2.0,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Cenk Tosun,FW,32.0,3.0,1,71.0,0.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.54,0.0,2.54,2.54,2.54,Matches,tr Türkiye,
Abdülkadir Ömür,MF,24.0,1.0,1,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Evren Eren Elmalı,DF,23.0,3.0,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Altay Bayındır,GK,25.0,1.0,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Yusuf Yazıcı,"FW,MF",27.0,1.0,0,58.0,0.6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.55,0.0,1.55,0.0,0.0,Matches,tr Türkiye,
Kenan Yıldız,MF,18.0,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Halil Dervişoğlu,FW,24.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Mert Müldür,DF,24.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Bertuğ Yıldırım,FW,21.0,2.0,0,27.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.33,0.0,3.33,3.33,3.33,Matches,tr Türkiye,
Berkan Kutlu,MF,26.0,1.0,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Kaan Ayhan,"DF,MF",29.0,3.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Salih Uçan,MF,30.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,tr Türkiye,
Emre Akbaba,"FW,MF",31.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Mehmet Aydin,MF,21.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Umut Bozok,FW,27.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Kenan Karaman,"FW,MF",29.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Ertaç Özbir,GK,34.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Berat Özdemir,MF,25.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Muhammed Şengezer,GK,27.0,0.0,0,,,,,,,,,,,,,,,,Matches,tr Türkiye,
Squad Total,,26.7,8.0,88,720.0,8.0,14.0,11.0,25.0,13.0,1.0,2.0,27.0,0.0,1.75,1.37,3.12,1.62,3.0,,tr Türkiye,
Opponent Total,,27.3,8.0,88,720.0,8.0,6.0,3.0,9.0,6.0,0.0,0.0,26.0,2.0,0.75,0.37,1.13,0.75,1.13,,tr Türkiye,
Heorhiy Sudakov,MF,21.0,,10,846.0,9.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.11,0.21,0.32,0.11,0.32,Matches,ua Ukraine,10.0
Vitaliy Mykolenko,DF,24.0,,9,825.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ua Ukraine,10.0
Illia Zabarnyi,DF,21.0,,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,ua Ukraine,9.0
Mykhailo Mudryk,"MF,FW",23.0,,8,718.0,8.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.5,Matches,ua Ukraine,9.0
Mykola Matviyenko,DF,27.0,,8,585.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,8.0
Yukhym Konoplia,DF,24.0,,7,694.0,7.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.13,0.26,0.39,0.13,0.39,Matches,ua Ukraine,9.0
Taras Stepanenko,MF,34.0,,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,7.0
Oleksandr Zinchenko,MF,27.0,,7,587.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.31,0.15,0.31,Matches,ua Ukraine,8.0
Anatolii Trubin,GK,22.0,,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,6.0
Viktor Tsyhankov,"MF,FW",26.0,,6,538.0,6.0,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.5,0.17,0.67,0.33,0.5,Matches,ua Ukraine,7.0
Artem Dovbyk,FW,26.0,,6,536.0,6.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.34,0.0,0.34,0.17,0.17,Matches,ua Ukraine,10.0
Ruslan Malinovskyi,MF,30.0,,3,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,7.0
Roman Yaremchuk,FW,28.0,,3,266.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.34,0.68,1.02,0.34,1.02,Matches,ua Ukraine,6.0
Andriy Yarmolenko,MF,34.0,,3,202.0,2.2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,ua Ukraine,3.0
Oleksandr Svatok,DF,29.0,,2,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,5.0
Serhiy Kryvtsov,DF,32.0,,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,3.0
Vladyslav Vanat,"MF,FW",22.0,,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,4.0
Heorhiy Bushchan,GK,29.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Andriy Lunin,GK,24.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Volodymyr Brazhko,MF,22.0,,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Oleksandr Zubkov,MF,27.0,,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,5.0
Oleksandr Karavayev,DF,31.0,,2,138.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.65,0.65,Matches,ua Ukraine,3.0
Serhiy Sydorchuk,MF,32.0,,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,6.0
Oleksandr Tymchyk,DF,27.0,,1,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Vitaliy Buyalskyi,MF,31.0,,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,4.0
Eduard Sobol,"DF,MF",28.0,,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,1.0
Yehor Nazaryna,MF,26.0,,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Oleksiy Hutsulyak,"FW,MF",26.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,1.0
Oleksandr Pikhalyonok,MF,26.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Danylo Sikan,FW,22.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,1.0
Maksym Talovierov,DF,23.0,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,2.0
Yevhen Konoplyanka,"FW,MF",34.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ua Ukraine,1.0
Valerii Bondar,DF,24.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Artem Bondarenko,MF,23.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Vladyslav Dubinchak,DF,25.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Danylo Ihnatenko,MF,26.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Denys Miroshnichenko,"DF,MF",29.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Bohdan Mykhaylychenko,DF,26.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Denys Popov,DF,24.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Dmytro Riznyk,GK,25.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Nazariy Rusyn,"FW,MF",25.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Eduard Sarapii,DF,24.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Mykola Shaparenko,MF,25.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Mykyta Shevchenko,GK,31.0,,0,,,,,,,,,,,,,,,,Matches,ua Ukraine,0.0
Squad Total,,26.1,,110,900.0,10.0,14.0,11.0,25.0,12.0,2.0,3.0,22.0,0.0,1.4,1.1,2.5,1.2,2.3,,ua Ukraine,10.0
Opponent Total,,27.9,,110,900.0,10.0,9.0,7.0,16.0,8.0,1.0,1.0,19.0,1.0,0.9,0.7,1.6,0.8,1.5,,ua Ukraine,10.0
