Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 20_level_0,Team,Unnamed: 3_level_0
Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,MP
Alex Baena,"FW,MF",22.0,1.0,0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,Matches,es Spain,
César Azpilicueta,"DF,MF",34.0,0.0,0,,,,,,,,,,,,,,,,Matches,es Spain,
Álex Remiro,GK,28.0,0.0,0,,,,,,,,,,,,,,,,Matches,es Spain,
Abel Ruiz,FW,24.0,0.0,0,,,,,,,,,,,,,,,,Matches,es Spain,
Robert Sánchez,GK,26.0,0.0,0,,,,,,,,,,,,,,,,Matches,es Spain,
Squad Total,,27.3,8.0,88,720.0,8.0,23.0,20.0,43.0,23.0,0.0,0.0,16.0,0.0,2.87,2.5,5.37,2.87,5.37,,es Spain,
Opponent Total,,27.2,8.0,88,720.0,8.0,5.0,3.0,8.0,5.0,0.0,0.0,23.0,0.0,0.62,0.37,1.0,0.62,1.0,,es Spain,
Theo Hernández,DF,26.0,8.0,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,fr France,
Antoine Griezmann,MF,32.0,8.0,8,670.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.13,0.13,0.27,0.13,0.27,Matches,fr France,
Kylian Mbappé,"MF,FW",25.0,8.0,7,657.0,7.3,9.0,5.0,14.0,6.0,3.0,3.0,1.0,0.0,1.23,0.68,1.92,0.82,1.51,Matches,fr France,
Mike Maignan,GK,28.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Adrien Rabiot,MF,28.0,6.0,6,504.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.18,0.18,0.36,0.18,0.36,Matches,fr France,
Aurélien Tchouaméni,MF,24.0,6.0,5,445.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.2,0.4,Matches,fr France,
Ibrahima Konaté,DF,24.0,5.0,5,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Dayot Upamecano,DF,25.0,5.0,5,440.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,fr France,
Randal Kolo Muani,"FW,MF",25.0,6.0,5,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,fr France,
Kingsley Coman,"MF,FW",27.0,7.0,5,386.0,4.3,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.47,0.47,0.93,0.47,0.93,Matches,fr France,
Jules Koundé,DF,25.0,5.0,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Olivier Giroud,FW,37.0,8.0,4,287.0,3.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.94,0.31,1.25,0.94,1.25,Matches,fr France,
Eduardo Camavinga,MF,21.0,5.0,3,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Lucas Hernández,DF,27.0,3.0,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Ousmane Dembélé,MF,26.0,5.0,2,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,fr France,
Jonathan Clauss,DF,31.0,3.0,2,196.0,2.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.46,0.92,1.38,0.46,1.38,Matches,fr France,
Brice Samba,GK,29.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Benjamin Pavard,DF,27.0,3.0,2,172.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,fr France,
Youssouf Fofana,MF,25.0,5.0,1,192.0,2.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.94,0.47,1.41,0.94,1.41,Matches,fr France,
Marcus Thuram,FW,26.0,5.0,1,164.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,0.0,1.1,1.1,1.1,Matches,fr France,
William Saliba,DF,22.0,3.0,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Wesley Fofana,DF,23.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Jean-Clair Todibo,DF,24.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Warren Zaire-Emery,MF,17.0,1.0,1,19.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.74,0.0,4.74,4.74,4.74,Matches,fr France,
Moussa Diaby,"FW,MF",24.0,2.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Christopher Nkunku,"FW,MF",26.0,2.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Boubacar Kamara,"DF,MF",24.0,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Axel Disasi,DF,25.0,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Malo Gusto,DF,20.0,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Khéphren Thuram,MF,22.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,fr France,
Alphonse Areola,GK,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,fr France,
Castello Lukeba,DF,21.0,0.0,0,,,,,,,,,,,,,,,,Matches,fr France,
Jordan Veretout,MF,30.0,0.0,0,,,,,,,,,,,,,,,,Matches,fr France,
Squad Total,,27.1,8.0,88,720.0,8.0,27.0,15.0,42.0,24.0,3.0,3.0,12.0,0.0,3.38,1.87,5.25,3.0,4.87,,fr France,
Opponent Total,,28.0,8.0,88,720.0,8.0,3.0,2.0,5.0,3.0,0.0,1.0,16.0,2.0,0.37,0.25,0.62,0.37,0.62,,fr France,
Guram Kashia,DF,36.0,,10,930.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,10.0
Giorgi Mamardashvili,GK,23.0,,10,930.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,10.0
Solomon Kvirkvelia,DF,31.0,,9,840.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ge Georgia,9.0
Khvicha Kvaratskhelia,"FW,MF",22.0,,9,822.0,9.1,4.0,1.0,5.0,4.0,0.0,1.0,3.0,0.0,0.44,0.11,0.55,0.44,0.55,Matches,ge Georgia,9.0
Georges Mikautadze,FW,23.0,,8,705.0,7.8,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.38,0.0,0.38,0.26,0.26,Matches,ge Georgia,10.0
Otar Kakabadze,"DF,MF",28.0,,7,659.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,ge Georgia,7.0
Otar Kiteishvili,"MF,FW",27.0,,7,637.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,ge Georgia,7.0
Giorgi Chakvetadze,MF,24.0,,6,558.0,6.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.16,0.48,0.65,0.16,0.65,Matches,ge Georgia,8.0
Giorgi Kochorashvili,MF,24.0,,6,550.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,6.0
Irakli Azarov,"DF,MF",21.0,,6,474.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,ge Georgia,7.0
Nika Kvekveskiri,MF,31.0,,5,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,8.0
Luka Lochoshvili,DF,25.0,,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,4.0
Budu Zivzivadze,FW,29.0,,3,331.0,3.7,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.82,0.0,0.82,0.82,0.82,Matches,ge Georgia,8.0
Lasha Dvali,DF,28.0,,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,5.0
Giorgi Gocholeishvili,"DF,MF",22.0,,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,6.0
Levan Shengelia,"DF,MF",28.0,,3,247.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.36,0.36,0.73,0.36,0.73,Matches,ge Georgia,4.0
Zuriko Davitashvili,MF,22.0,,2,307.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,ge Georgia,10.0
Saba Lobzhanidze,MF,29.0,,2,157.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,Matches,ge Georgia,4.0
Luka Gagnidze,MF,20.0,,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,4.0
Giorgi Aburjania,MF,29.0,,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,2.0
Vladimer Mamuchashvili,DF,26.0,,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,3.0
Aleksandre Kalandadze,DF,22.0,,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,2.0
Jemal Tabidze,DF,27.0,,1,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,1.0
Anzor Mekvabishvili,MF,22.0,,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,5.0
Heorhii Tsitaishvili,MF,23.0,,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,2.0
Giorgi Kvilitaia,FW,30.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,2.0
Saba Sazonov,DF,21.0,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,1.0
Jaba Kankava,MF,37.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,1.0
Sandro Altunashvili,MF,26.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,1.0
Giorgi Beridze,"FW,MF",26.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ge Georgia,1.0
Giorgi Loria,GK,38.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,Matches,ge Georgia,0.0
Iva Gelashvili,DF,22.0,,0,,,,,,,,,,,,,,,,Matches,ge Georgia,0.0
Luka Gugeshashvili,GK,24.0,,0,,,,,,,,,,,,,,,,Matches,ge Georgia,0.0
Giorgi Gwelesiani,DF,32.0,,0,,,,,,,,,,,,,,,,Matches,ge Georgia,0.0
Gabriel Sigua,MF,18.0,,0,,,,,,,,,,,,,,,,Matches,ge Georgia,0.0
Davit Volkovi,FW,28.0,,0,,,,,,,,,,,,,,,,Matches,ge Georgia,0.0
Squad Total,,27.0,,110,930.0,10.3,14.0,9.0,23.0,13.0,1.0,2.0,26.0,1.0,1.35,0.87,2.23,1.26,2.13,,ge Georgia,10.0
Opponent Total,,27.5,,110,930.0,10.3,16.0,12.0,28.0,15.0,1.0,1.0,28.0,1.0,1.55,1.16,2.71,1.45,2.61,,ge Georgia,10.0
Dominik Livaković,GK,29.0,,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,hr Croatia,8.0
Marcelo Brozović,MF,31.0,,8,690.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,8.0
Luka Modrić,MF,38.0,,8,677.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,8.0
Joško Gvardiol,DF,22.0,,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,8.0
Josip Šutalo,DF,23.0,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,7.0
Andrej Kramarić,"FW,MF",32.0,,6,463.0,5.1,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,Matches,hr Croatia,6.0
Josip Stanišić,DF,23.0,,5,454.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,6.0
Ivan Perišić,"FW,MF",34.0,,4,359.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,Matches,hr Croatia,4.0
Borna Barišić,DF,31.0,,4,341.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,hr Croatia,5.0
Mateo Kovačić,MF,29.0,,4,334.0,3.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,hr Croatia,4.0
Luka Ivanušec,"MF,FW",25.0,,4,269.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.33,0.67,Matches,hr Croatia,5.0
Lovro Majer,"MF,FW",26.0,,3,316.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.28,0.28,0.57,0.28,0.57,Matches,hr Croatia,7.0
Josip Juranović,DF,28.0,,3,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,5.0
Borna Sosa,DF,26.0,,3,289.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,hr Croatia,5.0
Mario Pašalić,FW,28.0,,2,313.0,3.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.58,0.29,0.86,0.58,0.86,Matches,hr Croatia,8.0
Petar Musa,FW,25.0,,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,6.0
Bruno Petković,FW,29.0,,2,177.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.02,0.0,1.02,1.02,1.02,Matches,hr Croatia,3.0
Ante Budimir,FW,32.0,,2,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,hr Croatia,2.0
Josip Brekalo,FW,25.0,,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,2.0
Domagoj Vida,DF,34.0,,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,2.0
Martin Erlic,DF,26.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,1.0
Marko Livaja,FW,30.0,,1,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,1.0
Nikola Vlašić,"FW,MF",26.0,,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,3.0
Dion Drena Beljo,FW,21.0,,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,2.0
Marco Pašalić,MF,23.0,,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,2.0
Martin Baturina,MF,20.0,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,2.0
Luka Sučić,MF,21.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hr Croatia,1.0
Matija Frigan,FW,20.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Ivo Grbić,GK,28.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Ivica Ivušić,GK,28.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Nediljko Labrović,GK,24.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Nikola Moro,MF,25.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Mislav Oršić,"FW,MF",31.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Marko Pjaca,"FW,MF",28.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Marin Pongračić,DF,26.0,,0,,,,,,,,,,,,,,,,Matches,hr Croatia,0.0
Squad Total,,28.9,,88,720.0,8.0,13.0,8.0,21.0,13.0,0.0,0.0,11.0,0.0,1.62,1.0,2.62,1.62,2.62,,hr Croatia,8.0
Opponent Total,,26.6,,88,720.0,8.0,4.0,4.0,8.0,4.0,0.0,0.0,11.0,0.0,0.5,0.5,1.0,0.5,1.0,,hr Croatia,8.0
Dénes Dibusz,GK,33.0,,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,8.0
Attila Szalai,DF,26.0,,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,hu Hungary,8.0
Dominik Szoboszlai,MF,23.0,,8,720.0,8.0,4.0,3.0,7.0,3.0,1.0,1.0,3.0,0.0,0.5,0.37,0.87,0.37,0.75,Matches,hu Hungary,8.0
Ádám Nagy,MF,28.0,,8,687.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches,hu Hungary,8.0
Ádám Lang,DF,31.0,,7,642.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,hu Hungary,8.0
Milos Kerkez,MF,20.0,,7,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,7.0
Callum Styles,MF,23.0,,6,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,7.0
Roland Sallai,MF,26.0,,6,469.0,5.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.38,0.19,0.58,0.38,0.58,Matches,hu Hungary,6.0
Barnabás Varga,FW,30.0,,4,371.0,4.1,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.97,0.0,0.97,0.97,0.97,Matches,hu Hungary,6.0
Willi Orban,DF,31.0,,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,hu Hungary,4.0
Loïc Nego,MF,33.0,,4,343.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches,hu Hungary,6.0
Ádám Martin,FW,29.0,,4,319.0,3.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.56,0.28,0.85,0.56,0.85,Matches,hu Hungary,8.0
Bendegúz Bolla,MF,24.0,,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,5.0
Dániel Gazdag,MF,27.0,,3,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,4.0
Endre Botka,DF,29.0,,2,191.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,4.0
Attila Fiola,DF,33.0,,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,3.0
Zsolt Nagy,MF,30.0,,1,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,3.0
Kevin Csoboth,FW,23.0,,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,5.0
Botond Balogh,DF,21.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,1.0
Bálint Vécsei,MF,30.0,,1,85.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.06,0.0,1.06,1.06,1.06,Matches,hu Hungary,1.0
Zsolt Kalmár,MF,28.0,,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,5.0
László Kleinheisler,MF,29.0,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,2.0
Mihály Kata,MF,21.0,,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,2.0
András Németh,FW,21.0,,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,2.0
Krisztofer Horváth,MF,22.0,,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,1.0
János Ferenczi,MF,32.0,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,1.0
Péter Baráth,FW,21.0,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,1.0
Soma Szuhodovszki,MF,24.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,hu Hungary,1.0
Patrik Demjén,GK,25.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Péter Gulácsi,GK,33.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Krisztián Hegyi,GK,21.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Attila Mocsi,DF,23.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Gábor Szalai,DF,23.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Péter Szappanos,GK,33.0,,0,,,,,,,,,,,,,,,,Matches,hu Hungary,0.0
Squad Total,,27.8,,88,720.0,8.0,15.0,10.0,25.0,14.0,1.0,1.0,20.0,2.0,1.87,1.25,3.12,1.75,3.0,,hu Hungary,8.0
Opponent Total,,27.6,,88,720.0,8.0,6.0,5.0,11.0,5.0,1.0,1.0,24.0,1.0,0.75,0.62,1.37,0.62,1.25,,hu Hungary,8.0
Gianluigi Donnarumma,GK,24.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,it Italy,
Nicolò Barella,MF,26.0,7.0,7,568.0,6.3,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,Matches,it Italy,
Giovanni Di Lorenzo,DF,30.0,6.0,6,495.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,it Italy,
Federico Dimarco,DF,26.0,6.0,5,424.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,it Italy,
Francesco Acerbi,DF,35.0,4.0,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,it Italy,
